icao,ident,name,municipality,state,latitude_deg,longitude_deg,iso_country,type,point_category,source
SDND,SDND,Fazenda Nova Damasco,NARANDIBA,SP,-22.482222,-51.529722,BR,private_aerodrome,Brasil,ANAC_privados
SDNE,SDNE,Fazenda São Joaquim,MARABÁ PAULISTA,SP,-22.198611,-51.976389,BR,private_aerodrome,Brasil,ANAC_privados
SDNF,SDNF,Agéo Fazenda Capitão do Mato,NOVA LIMA,Minas Gerais,-20.160556,-43.923333,BR,heliport,Brasil,ANAC_helipontos
SDNG,SDNG,Fazenda São João,JAÚ,São Paulo,-22.418333,-48.600556,BR,heliport,Brasil,ANAC_helipontos
SDNI,SDNI,Nascimento I,COTIA,SP,-23.619444,-46.983056,BR,private_aerodrome,Brasil,ANAC_privados
SDNJ,SDNJ,Nascimento II,CAPÃO BONITO,SP,-24.072222,-48.221667,BR,private_aerodrome,Brasil,ANAC_privados
SDNK,SDNK,Fazenda Vitória,PRIMAVERA DO LESTE,MT,-14.965,-54.058333,BR,private_aerodrome,Brasil,ANAC_privados
SDNL,SDNL,Fazenda Santa Claudina,CAARAPÓ,MS,-22.516944,-54.678056,BR,private_aerodrome,Brasil,ANAC_privados
SDNN,SDNN,Birmann 21,SÃO PAULO,São Paulo,-23.565278,-46.702222,BR,heliport,Brasil,ANAC_helipontos
SDNP,SDNP,Condomínio Conde Matarazzo,SÃO PAULO,São Paulo,-23.5475,-46.6375,BR,heliport,Brasil,ANAC_helipontos
SDNQ,SDNQ,Fazenda Água Limpa,SENADOR GUIOMARD,AC,-9.9805556,-67.491111,BR,private_aerodrome,Brasil,ANAC_privados
SDNR,SDNR,Banco Santander,SÃO PAULO,São Paulo,-23.652222,-46.713889,BR,heliport,Brasil,ANAC_helipontos
SDNS,SDNS,Fazenda Furnas,CHAPADA DOS GUIMARÃES,MT,-14.984444,-55.212778,BR,private_aerodrome,Brasil,ANAC_privados
SDNT,SDNT,Fazenda Terra Prometida,PORTO NACIONAL,TO,-10.414444,-48.256667,BR,private_aerodrome,Brasil,ANAC_privados
SDNU,SDNU,Ministro Nelson Hungria,RIO DE JANEIRO,Rio de Janeiro,-22.906111,-43.172778,BR,heliport,Brasil,ANAC_helipontos
SDNV,SDNV,Fazenda Manduri,CORUMBÁ,MS,-18.510278,-56.429722,BR,private_aerodrome,Brasil,ANAC_privados
SDNX,SDNX,Helimater,ANGRA DOS REIS,Rio de Janeiro,-23.042222,-44.192222,BR,heliport,Brasil,ANAC_helipontos
SDNY,SDNY,Fazenda Ponte Serrada,CAMPO NOVO DO PARECIS,MT,-13.884167,-57.867222,BR,private_aerodrome,Brasil,ANAC_privados
SDNZ,SDNZ,Concórdia Corporate,NOVA LIMA,Minas Gerais,-19.983889,-43.945833,BR,heliport,Brasil,ANAC_helipontos
SDO2,SDO2,Fontanella,LAURO MÜLLER,Santa Catarina,-28.395,-49.388611,BR,heliport,Brasil,ANAC_helipontos
SDO3,SDO3,Fazenda Reunidas Primavera,VILA RICA,MT,-10.018056,-51.991389,BR,private_aerodrome,Brasil,ANAC_privados
SDO4,SDO4,Fazenda Boa Fé,ITAITUBA,PA,-7.4236111,-56.338611,BR,private_aerodrome,Brasil,ANAC_privados
SDO6,SDO6,AERÓDROMO FAZENDA ALVORADA,LUÍS EDUARDO MAGALHÃES,BA,-11.9775,-46.026389,BR,private_aerodrome,Brasil,ANAC_privados
SDO7,SDO7,Frisonfly,CRUZ,Ceará,-2.8722222,-40.398333,BR,heliport,Brasil,ANAC_helipontos
SDO8,SDO8,WAVE IRIRI ANCHIETA,ANCHIETA,Espírito Santo,-20.811111,-40.663889,BR,heliport,Brasil,ANAC_helipontos
SDO9,SDO9,TRUE TYPE,INHAÚMA,MG,-19.443611,-44.490556,BR,private_aerodrome,Brasil,ANAC_privados
SDOA,SDOA,Fazenda Lagoa da Floresta,BARRA DO CORDA,MA,-5.4866667,-45.083056,BR,private_aerodrome,Brasil,ANAC_privados
SDOB,SDOB,Fazenda São José O.B.,TAPIRATIBA,SP,-21.425278,-46.754444,BR,private_aerodrome,Brasil,ANAC_privados
SDOC,SDOC,Hospital do Coração,SÃO PAULO,São Paulo,-23.573056,-46.643611,BR,heliport,Brasil,ANAC_helipontos
SDOD,SDOD,Fazenda Vida,GRAJAÚ,MA,-5.84,-45.541944,BR,private_aerodrome,Brasil,ANAC_privados
SDOE,SDOE,Fazenda Sibéria,GRAJAÚ,MA,-5.7191667,-45.779167,BR,private_aerodrome,Brasil,ANAC_privados
SDOF,SDOF,Edifício Palladio,SÃO PAULO,São Paulo,-23.594722,-46.685556,BR,heliport,Brasil,ANAC_helipontos
SDOG,SDOG,Península,GUARUJÁ,São Paulo,-23.996944,-46.203056,BR,heliport,Brasil,ANAC_helipontos
SDOH,SDOH,Pedreira Pau Pedra,GUARULHOS,São Paulo,-23.350833,-46.425833,BR,heliport,Brasil,ANAC_helipontos
SDOI,SDOI,Centro Nacional de Pára-Quedismo,BOITUVA,SP,-23.298056,-47.691944,BR,private_aerodrome,Brasil,ANAC_privados
SDOJ,SDOJ,Ecobalsa / Flyone,RIO DE JANEIRO,Rio de Janeiro,-23.011111,-43.377778,BR,heliport,Brasil,ANAC_helipontos
SDOK,SDOK,Casas Bahia,JUNDIAÍ,São Paulo,-23.236111,-46.865833,BR,heliport,Brasil,ANAC_helipontos
SDOL,SDOL,Fazenda Agropesp,TAPURAH,MT,-12.4425,-56.907778,BR,private_aerodrome,Brasil,ANAC_privados
SDOM,SDOM,Catuama II,GOIANA,Pernambuco,-7.6655556,-34.83,BR,heliport,Brasil,ANAC_helipontos
SDON,SDON,Ônix,SÃO PAULO,São Paulo,-23.551389,-46.722222,BR,heliport,Brasil,ANAC_helipontos
SDOO,SDOO,Órion,GOIÂNIA,Goiás,-16.696944,-49.269722,BR,heliport,Brasil,ANAC_helipontos
SDOP,SDOP,EMS Sigma Pharma 2,HORTOLÂNDIA,São Paulo,-22.895556,-47.190278,BR,heliport,Brasil,ANAC_helipontos
SDOQ,SDOQ,Fazenda Campo Claro,RIBEIRÃO CASCALHEIRA,MT,-12.674167,-51.739444,BR,private_aerodrome,Brasil,ANAC_privados
SDOR,SDOR,Fazenda Mosquito,ORLÂNDIA,SP,-20.7475,-47.889444,BR,private_aerodrome,Brasil,ANAC_privados
SDOS,SDOS,Banaer,SETE BARRAS,SP,-24.419167,-47.869167,BR,private_aerodrome,Brasil,ANAC_privados
SDOT,SDOT,Attilio Tinelli,SÃO PAULO,São Paulo,-23.6025,-46.693611,BR,heliport,Brasil,ANAC_helipontos
SDOX,SDOX,Fazenda Água Fria,XINGUARA,PA,-7.0152778,-49.366111,BR,private_aerodrome,Brasil,ANAC_privados
SDOZ,SDOZ,Fazenda Laranjeiras,AREAL,Rio de Janeiro,-22.207222,-43.096389,BR,heliport,Brasil,ANAC_helipontos
SDP1,SDP1,Fazenda São Paulo,PEDRO GOMES,MS,-18.017778,-54.606944,BR,private_aerodrome,Brasil,ANAC_privados
SDP2,SDP2,Fazenda Piracicaba,TASSO FRAGOSO,MA,-7.9552778,-45.760556,BR,private_aerodrome,Brasil,ANAC_privados
SDP3,SDP3,FAZENDA PARAÍSO,PORTO ESPERIDIÃO,MT,-16.283333,-59.036111,BR,private_aerodrome,Brasil,ANAC_privados
SDP4,SDP4,Fazenda Naviraí,COTRIGUAÇU,MT,-9.8077778,-58.525556,BR,private_aerodrome,Brasil,ANAC_privados
SDP5,SDP5,Fazenda Panorama,BELA VISTA,MS,-22.038611,-56.269444,BR,private_aerodrome,Brasil,ANAC_privados
SDP6,SDP6,FAZENDA CHAPADÃO,BARREIRAS,BA,-11.982222,-46.215,BR,private_aerodrome,Brasil,ANAC_privados
SDP7,SDP7,Antenor Duarte Vilela,BARRETOS,SP,-20.493889,-48.673056,BR,private_aerodrome,Brasil,ANAC_privados
SDP8,SDP8,Marechal Thaumaturgo,MARECHAL THAUMATURGO,AC,-8.9594444,-72.779444,BR,private_aerodrome,Brasil,ANAC_privados
SDP9,SDP9,FAZENDA SANTO ANTONIO DO CAETÉ,RIO VERDE DE MATO GROSSO,MS,-18.720556,-55.253333,BR,private_aerodrome,Brasil,ANAC_privados
SDPA,SDPA,Fazenda Portobello,MANGARATIBA,RJ,-22.9275,-44.08,BR,private_aerodrome,Brasil,ANAC_privados
SDPB,SDPB,Edifício Prime Business Center,FRANCA,São Paulo,-20.536111,-47.39,BR,heliport,Brasil,ANAC_helipontos
SDPG,SDPG,Palacio Guanabara,RIO DE JANEIRO,Rio de Janeiro,-22.939722,-43.187778,BR,heliport,Brasil,ANAC_helipontos
SDPH,SDPH,Fazenda Piratininga,SÃO MIGUEL DO ARAGUAIA,GO,-12.8225,-50.3275,BR,private_aerodrome,Brasil,ANAC_privados
SDPJ,SDPJ,Cidade Empresarial,APARECIDA DE GOIÂNIA,Goiás,-16.75,-49.304722,BR,heliport,Brasil,ANAC_helipontos
SDPK,SDPK,Panco I,SÃO PAULO,São Paulo,-23.527778,-46.494722,BR,heliport,Brasil,ANAC_helipontos
SDPL,SDPL,Ibirapuera Park Hotel Ltda,SÃO PAULO,São Paulo,-23.592778,-46.649444,BR,heliport,Brasil,ANAC_helipontos
SDPM,SDPM,Palácio dos Bandeirantes,SÃO PAULO,São Paulo,-23.6,-46.712778,BR,heliport,Brasil,ANAC_helipontos
SDPO,SDPO,Plaza Centenário,SÃO PAULO,São Paulo,-23.605556,-46.695833,BR,heliport,Brasil,ANAC_helipontos
SDPR,SDPR,Fazenda Turazzi,PONTES E LACERDA,MT,-15.155556,-59.310278,BR,private_aerodrome,Brasil,ANAC_privados
SDPS,SDPS,Hospital Estadual Mário Covas,SANTO ANDRÉ,São Paulo,-23.670833,-46.532778,BR,heliport,Brasil,ANAC_helipontos
SDPT,SDPT,Parque Paulista,SÃO PAULO,São Paulo,-23.560278,-46.659167,BR,heliport,Brasil,ANAC_helipontos
SDPX,SDPX,Nova Vitória,PACARAIMA,RR,4.49888889,-60.941667,BR,private_aerodrome,Brasil,ANAC_privados
SDPZ,SDPZ,Sossego,RIBAS DO RIO PARDO,MS,-21.241389,-53.3525,BR,private_aerodrome,Brasil,ANAC_privados
SDQ0,SDQ0,FAZENDA LAGEADO II,DOIS IRMÃOS DO BURITI,MS,-20.294167,-55.4275,BR,private_aerodrome,Brasil,ANAC_privados
SDQ1,SDQ1,Carlos da Silveira Bueno,GUARAÍ,TO,-8.8719444,-48.501667,BR,private_aerodrome,Brasil,ANAC_privados
SDQ2,SDQ2,Fazenda Aliança,PEDRA PRETA,MT,-16.670556,-54.391389,BR,private_aerodrome,Brasil,ANAC_privados
SDQ3,SDQ3,ALDEIA MATAWARÉ,ALMEIRIM,PA,1.95111111,-55.1225,BR,private_aerodrome,Brasil,ANAC_privados
SDQ4,SDQ4,Fazenda Campo Grande,CORUMBÁ,MS,-17.964444,-55.366111,BR,private_aerodrome,Brasil,ANAC_privados
SDQ5,SDQ5,Quintas do cerrado,TRINDADE,Goiás,-16.677778,-49.624722,BR,heliport,Brasil,ANAC_helipontos
SDQ6,SDQ6,FAZENDA SÃO MATEUS,LUCIARA,MT,-11.194444,-50.880278,BR,private_aerodrome,Brasil,ANAC_privados
SDQ7,SDQ7,Fazenda Atlântida,NOVO JARDIM,TO,-11.803889,-46.543056,BR,private_aerodrome,Brasil,ANAC_privados
SDQ8,SDQ8,VILA  PIX,CAMPOS DO JORDÃO,São Paulo,-22.775556,-45.6575,BR,heliport,Brasil,ANAC_helipontos
SDQ9,SDQ9,FAZENDA PATRIOTA,TABAPORÃ,MT,-11.490833,-56.171667,BR,private_aerodrome,Brasil,ANAC_privados
SDQA,SDQA,Fazenda Aldebaran,ANGÉLICA,MS,-21.923889,-53.940556,BR,private_aerodrome,Brasil,ANAC_privados
SDQD,SDQD,Fazenda Candelária,VILA BELA DA SANTÍSSIMA TRINDADE,MT,-16.111111,-60.013056,BR,private_aerodrome,Brasil,ANAC_privados
SDQF,SDQF,Fazenda Floresta,SANTO ANTÔNIO DA BARRA,GO,-17.598056,-50.694444,BR,private_aerodrome,Brasil,ANAC_privados
SDQG,SDQG,Fazenda Nova Floresta,CAIABU,SP,-21.892222,-51.178056,BR,private_aerodrome,Brasil,ANAC_privados
SDQH,SDQH,Fazenda Santa Clara,CASTANHEIRA,MT,-10.653611,-58.6025,BR,private_aerodrome,Brasil,ANAC_privados
SDQI,SDQI,Fazenda Quilombo,INDAIATUBA,São Paulo,-23.074167,-47.086667,BR,heliport,Brasil,ANAC_helipontos
SDQJ,SDQJ,Fazenda Santo Antônio da Serra do Boqueirão,WANDERLEY,BA,-11.660278,-43.819167,BR,private_aerodrome,Brasil,ANAC_privados
SDQK,SDQK,Fazenda Taboca,RIO VERDE DE MATO GROSSO,MS,-18.884444,-55.3675,BR,private_aerodrome,Brasil,ANAC_privados
SDQL,SDQL,Fazenda Cerro Azul,NIOAQUE,MS,-21.183056,-55.734167,BR,private_aerodrome,Brasil,ANAC_privados
SDQM,SDQM,Fazenda Santo Antônio,BARREIRAS,BA,-11.705278,-45.991389,BR,private_aerodrome,Brasil,ANAC_privados
SDQN,SDQN,FAZENDA PALMARES 2,BARREIRAS,BA,-11.656111,-46.052222,BR,private_aerodrome,Brasil,ANAC_privados
SDQQ,SDQQ,Cia. Agrícola Quatá,QUATÁ,SP,-22.285556,-50.639444,BR,private_aerodrome,Brasil,ANAC_privados
SDQR,SDQR,Alto da Serra,BOM JARDIM DA SERRA,Santa Catarina,-28.398333,-49.576111,BR,heliport,Brasil,ANAC_helipontos
SDQS,SDQS,Alpendre Eventos,TAUBATÉ,São Paulo,-23.137222,-45.474722,BR,heliport,Brasil,ANAC_helipontos
SDQT,SDQT,Fazenda Vista Alegre,NOVO HORIZONTE DO SUL,MS,-22.5975,-53.691389,BR,private_aerodrome,Brasil,ANAC_privados
SDQU,SDQU,Fazenda Colorado,BOM JESUS,PI,-9.2558333,-44.806667,BR,private_aerodrome,Brasil,ANAC_privados
SDQV,SDQV,Pavão,GUARULHOS,São Paulo,-23.432778,-46.410556,BR,heliport,Brasil,ANAC_helipontos
SDQW,SDQW,Guararema,GUARAREMA,São Paulo,-23.326389,-46.128611,BR,heliport,Brasil,ANAC_helipontos
SDQX,SDQX,Fazenda Falcão,PRIMAVERA DO LESTE,MT,-15.399444,-54.181111,BR,private_aerodrome,Brasil,ANAC_privados
SDQY,SDQY,Shopping Center Iguatemi Campinas,CAMPINAS,São Paulo,-22.891111,-47.028333,BR,heliport,Brasil,ANAC_helipontos
SDQZ,SDQZ,Fazenda Espinhaço II,BARRA DO GARÇAS,MT,-15.397222,-52.07,BR,private_aerodrome,Brasil,ANAC_privados
SDR1,SDR1,FAZENDA MANTISSA,SEBASTIÃO BARROS,PI,-10.563333,-44.809444,BR,private_aerodrome,Brasil,ANAC_privados
SDR2,SDR2,Fazenda Monte Alegre,CURIONÓPOLIS,PA,-6.3416667,-49.579722,BR,private_aerodrome,Brasil,ANAC_privados
SDR3,SDR3,SENADOR ANTONIO FARIAS,BAÍA FORMOSA,RN,-6.4080556,-35.044722,BR,private_aerodrome,Brasil,ANAC_privados
SDR4,SDR4,Hugo 2,GOIÂNIA,Goiás,-16.648333,-49.336667,BR,heliport,Brasil,ANAC_helipontos
SDR5,SDR5,Fazenda São Domingos,IRACEMA,RR,2.3775,-61.695556,BR,private_aerodrome,Brasil,ANAC_privados
SDR6,SDR6,ALDEIA URUNAI,ORIXIMINÁ,PA,1.52083333,-56.082778,BR,private_aerodrome,Brasil,ANAC_privados
SDR8,SDR8,Fazenda Piuva,AQUIDAUANA,MS,-19.883056,-55.487222,BR,private_aerodrome,Brasil,ANAC_privados
SDR9,SDR9,Fazenda Iberê,PRIMAVERA DO LESTE,MT,-15.178056,-54.239722,BR,private_aerodrome,Brasil,ANAC_privados
SDRA,SDRA,Fazenda das Represas,SÃO MIGUEL ARCANJO,SP,-23.877222,-48.050833,BR,private_aerodrome,Brasil,ANAC_privados
SDRB,SDRB,Renaissance Hotel,SÃO PAULO,São Paulo,-23.558611,-46.662222,BR,heliport,Brasil,ANAC_helipontos
SDRC,SDRC,Fazenda Santana,RANCHARIA,SP,-22.181944,-50.865833,BR,private_aerodrome,Brasil,ANAC_privados
SDRD,SDRD,Fazenda Andorinha,ESTRELA DO NORTE,GO,-13.781944,-49.088611,BR,private_aerodrome,Brasil,ANAC_privados
SDRE,SDRE,Recreio,RIO DE JANEIRO,Rio de Janeiro,-23.008056,-43.446944,BR,heliport,Brasil,ANAC_helipontos
SDRF,SDRF,Fazenda Recanto Feliz,RIO CLARO,RJ,-22.746111,-44.050833,BR,private_aerodrome,Brasil,ANAC_privados
SDRG,SDRG,Graciosa,PINHAIS,Paraná,-25.391944,-49.156111,BR,heliport,Brasil,ANAC_helipontos
SDRI,SDRI,Rio Sul Center,RIO DE JANEIRO,Rio de Janeiro,-22.957778,-43.177222,BR,heliport,Brasil,ANAC_helipontos
SDRJ,SDRJ,Prefeitura do Rio de Janeiro,RIO DE JANEIRO,Rio de Janeiro,-22.971111,-43.216389,BR,heliport,Brasil,ANAC_helipontos
SDRL,SDRL,Fazenda Retiro Velho,PORTO MURTINHO,MS,-21.449722,-57.826389,BR,private_aerodrome,Brasil,ANAC_privados
SDRM,SDRM,Olomai,AMAJARI,RR,3.92666667,-64.184722,BR,private_aerodrome,Brasil,ANAC_privados
SDRN,SDRN,Zarzur,SÃO PAULO,São Paulo,-23.57,-46.691944,BR,heliport,Brasil,ANAC_helipontos
SDRO,SDRO,Darinha,CASCAVEL,Ceará,-4.1119444,-38.248056,BR,heliport,Brasil,ANAC_helipontos
SDRP,SDRP,Onkiola,AMAJARI,RR,3.71194444,-64.1625,BR,private_aerodrome,Brasil,ANAC_privados
SDRQ,SDRQ,Fazenda Brinquinho,SÃO DESIDÉRIO,BA,-12.827222,-46.251944,BR,private_aerodrome,Brasil,ANAC_privados
SDRT,SDRT,Ponto Geral,PACARAIMA,RR,4.64805556,-60.787778,BR,private_aerodrome,Brasil,ANAC_privados
SDRU,SDRU,Fazenda Caramuru,INÚBIA PAULISTA,SP,-21.693333,-50.935833,BR,private_aerodrome,Brasil,ANAC_privados
SDRV,SDRV,Tenoar,CHAPADÃO DO SUL,MS,-18.748333,-52.686667,BR,private_aerodrome,Brasil,ANAC_privados
SDRW,SDRW,Fazenda Reserva,RIBAS DO RIO PARDO,MS,-21.511389,-53.052778,BR,private_aerodrome,Brasil,ANAC_privados
SDRX,SDRX,Fazenda do Cedro,CHAPADA,RS,-28.108889,-53.196667,BR,private_aerodrome,Brasil,ANAC_privados
SDRZ,SDRZ,Fazenda Vó Zita do Rio Vermelho,CORUMBÁ,MS,-19.615,-56.881111,BR,private_aerodrome,Brasil,ANAC_privados
SDS1,SDS1,Fazenda 7 Campos,RIO DA CONCEIÇÃO,TO,-11.2725,-46.582222,BR,private_aerodrome,Brasil,ANAC_privados
SDS2,SDS2,Fazenda Macaúba,POSSE,GO,-14.288889,-46.408056,BR,private_aerodrome,Brasil,ANAC_privados
SDS3,SDS3,Fazenda Iracema,CLÁUDIA,MT,-11.607778,-55.127778,BR,private_aerodrome,Brasil,ANAC_privados
SDS4,SDS4,FAZENDA SANKARA,NOVA LACERDA,MT,-14.613611,-59.629167,BR,private_aerodrome,Brasil,ANAC_privados
SDS5,SDS5,RICARDO NASCIMENTO TULHA,SÃO JOSÉ DO XINGU,MT,-10.568889,-52.249167,BR,private_aerodrome,Brasil,ANAC_privados
SDS6,SDS6,FAZENDA CARAÍBAS,MORRO DO CHAPÉU DO PIAUÍ,PI,-3.7516667,-42.297778,BR,private_aerodrome,Brasil,ANAC_privados
SDS7,SDS7,Fazenda Membeca,BRASNORTE,MT,-12.728611,-57.8725,BR,private_aerodrome,Brasil,ANAC_privados
SDS8,SDS8,FAZENDA GARROTE,ALCINÓPOLIS,MS,-18.024444,-53.2625,BR,private_aerodrome,Brasil,ANAC_privados
SDS9,SDS9,FAZENDA PONTAL,MINAÇU,GO,-13.236389,-48.184444,BR,private_aerodrome,Brasil,ANAC_privados
SDSA,SDSA,Fazenda Califórnia,CORUMBÁ,MS,-18.035556,-55.716389,BR,private_aerodrome,Brasil,ANAC_privados
SDSD,SDSD,Samã I,PACARAIMA,RR,4.41194444,-60.951667,BR,private_aerodrome,Brasil,ANAC_privados
SDSE,SDSE,Sítio Santa Helena,GABRIEL MONTEIRO,SP,-21.473333,-50.615556,BR,private_aerodrome,Brasil,ANAC_privados
SDSF,SDSF,Polícia Federal Florianópolis,FLORIANÓPOLIS,Santa Catarina,-27.572778,-48.531389,BR,heliport,Brasil,ANAC_helipontos
SDSG,SDSG,Ipiranga,ALTO TAQUARI,MT,-17.746389,-53.355278,BR,private_aerodrome,Brasil,ANAC_privados
SDSH,SDSH,Fazenda Shalon (antigo Serafino Ferruzzi),ALTA FLORESTA,MT,-9.9877778,-56.676389,BR,private_aerodrome,Brasil,ANAC_privados
SDSI,SDSI,Fazenda Alice,SAMBAÍBA,MA,-7.6275,-45.692778,BR,private_aerodrome,Brasil,ANAC_privados
SDSJ,SDSJ,Executivo,CASCAVEL,PR,-24.871389,-53.465278,BR,private_aerodrome,Brasil,ANAC_privados
SDSK,SDSK,Fazenda Dona Rosa S. Rezek,JATEÍ,MS,-22.714722,-54.044722,BR,private_aerodrome,Brasil,ANAC_privados
SDSL,SDSL,Fazenda Bang Bang,SÃO JOSÉ DO XINGU,MT,-10.89,-52.734722,BR,private_aerodrome,Brasil,ANAC_privados
SDSM,SDSM,Fazenda Nossa Senhora da Conceição,SÃO MANUEL,SP,-22.758611,-48.5425,BR,private_aerodrome,Brasil,ANAC_privados
SDSN,SDSN,São Luiz,SÃO PAULO,São Paulo,-23.590556,-46.686667,BR,heliport,Brasil,ANAC_helipontos
SDSO,SDSO,Flamingos,ANGRA DOS REIS,Rio de Janeiro,-23.023056,-44.29,BR,heliport,Brasil,ANAC_helipontos
SDSP,SDSP,Santa Inês,AMAJARI,RR,4.13638889,-61.340278,BR,private_aerodrome,Brasil,ANAC_privados
SDSQ,SDSQ,Usina Santa Rita,SANTA RITA DO PASSA QUATRO,SP,-21.723611,-47.656944,BR,private_aerodrome,Brasil,ANAC_privados
SDSR,SDSR,Subestação São Roque,IBIÚNA,São Paulo,-23.659167,-47.103333,BR,heliport,Brasil,ANAC_helipontos
SDSS,SDSS,Fazenda Baia das Pedras,AQUIDAUANA,MS,-19.254167,-55.783056,BR,private_aerodrome,Brasil,ANAC_privados
SDST,SDST,Fazenda Santa Therezinha da Barra,DESCALVADO,SP,-21.881389,-47.775278,BR,private_aerodrome,Brasil,ANAC_privados
SDSV,SDSV,Santa Cândida,GUARIBA,SP,-21.333611,-48.171111,BR,private_aerodrome,Brasil,ANAC_privados
SDSW,SDSW,Carta Fabril 01,PIRAÍ,Rio de Janeiro,-22.582222,-43.9925,BR,heliport,Brasil,ANAC_helipontos
SDSX,SDSX,ITM Expo,SÃO PAULO,São Paulo,-23.526111,-46.743889,BR,heliport,Brasil,ANAC_helipontos
SDSY,SDSY,Riviera Portofino,PIRACAIA,São Paulo,-22.998333,-46.368056,BR,heliport,Brasil,ANAC_helipontos
SDSZ,SDSZ,Banco Safra,SÃO PAULO,São Paulo,-23.558056,-46.659722,BR,heliport,Brasil,ANAC_helipontos
SDT2,SDT2,AERÓDROMO FAZENDA SÃO GERALDO II,GOIANÉSIA DO PARÁ,PA,-4.0369444,-49.183611,BR,private_aerodrome,Brasil,ANAC_privados
SDT3,SDT3,Fazenda Rio Alegre,PARANATINGA,MT,-14.037222,-53.551944,BR,private_aerodrome,Brasil,ANAC_privados
SDT4,SDT4,Fazenda Jucarama,ÁGUA BOA,MT,-14.096944,-52.691667,BR,private_aerodrome,Brasil,ANAC_privados
SDT5,SDT5,FAZENDA GUARANI,PARAGOMINAS,PA,-3.4763889,-47.040556,BR,private_aerodrome,Brasil,ANAC_privados
SDT6,SDT6,FAZENDA REUNIDAS ESPIGÃO DO OESTE,SÃO FÉLIX DO ARAGUAIA,MT,-11.545556,-52.139444,BR,private_aerodrome,Brasil,ANAC_privados
SDT7,SDT7,MASTER BELA VISTA,PASSO FUNDO,RS,-28.173889,-52.600278,BR,private_aerodrome,Brasil,ANAC_privados
SDT8,SDT8,Fazenda Caraíbas,JEQUITAÍ,MG,-17.189444,-44.611667,BR,private_aerodrome,Brasil,ANAC_privados
SDT9,SDT9,CMPC HF Santa Margarida,SANTA MARGARIDA DO SUL,Rio Grande do Sul,-30.350278,-54.083056,BR,heliport,Brasil,ANAC_helipontos
SDTA,SDTA,Dilceu dal Bosco Aviação - DDA,SINOP,MT,-11.783056,-55.54,BR,private_aerodrome,Brasil,ANAC_privados
SDTC,SDTC,Edifício Edel Trade Center,SÃO PAULO,São Paulo,-23.6025,-46.660556,BR,heliport,Brasil,ANAC_helipontos
SDTD,SDTD,Fazenda Campanário,LAGUNA CARAPÃ,MS,-22.782222,-55.073611,BR,private_aerodrome,Brasil,ANAC_privados
SDTE,SDTE,Fazenda Tapijara,ARANDU,SP,-23.220556,-49.075556,BR,private_aerodrome,Brasil,ANAC_privados
SDTG,SDTG,Edifício Atrium IV,SÃO PAULO,São Paulo,-23.593056,-46.686667,BR,heliport,Brasil,ANAC_helipontos
SDTH,SDTH,Fazenda Tamanduá,BRASNORTE,MT,-13.14,-57.576667,BR,private_aerodrome,Brasil,ANAC_privados
SDTJ,SDTJ,Edifício Atrium  V,SÃO PAULO,São Paulo,-23.594722,-46.685,BR,heliport,Brasil,ANAC_helipontos
SDTM,SDTM,Crystal Tower,BARUERI,São Paulo,-23.493333,-46.852778,BR,heliport,Brasil,ANAC_helipontos
SDTN,SDTN,REC Berrini TNU,SÃO PAULO,São Paulo,-23.607778,-46.696667,BR,heliport,Brasil,ANAC_helipontos
SDTO,SDTO,Fazenda Cataco,UBARANA,SP,-21.255278,-49.794722,BR,private_aerodrome,Brasil,ANAC_privados
SDTQ,SDTQ,Tribuna Square,SANTOS,São Paulo,-23.936667,-46.321667,BR,heliport,Brasil,ANAC_helipontos
SDTR,SDTR,FAZENDA TRIUNFO,VILA BELA DA SANTÍSSIMA TRINDADE,MT,-16.129722,-59.8975,BR,private_aerodrome,Brasil,ANAC_privados
SDTT,SDTT,Região das Hortênsias,GRAMADO,Rio Grande do Sul,-29.361389,-50.853056,BR,heliport,Brasil,ANAC_helipontos
SDTU,SDTU,Itaúsa,SÃO PAULO,São Paulo,-23.636389,-46.641944,BR,heliport,Brasil,ANAC_helipontos
SDTV,SDTV,Fazenda São Miguel,SÃO DESIDÉRIO,BA,-12.610833,-46.246389,BR,private_aerodrome,Brasil,ANAC_privados
SDTW,SDTW,Fazenda Mirage,SAPEZAL,MT,-13.599167,-58.523056,BR,private_aerodrome,Brasil,ANAC_privados
SDTX,SDTX,Fazenda São José,ILHA SOLTEIRA,SP,-20.541944,-51.3575,BR,private_aerodrome,Brasil,ANAC_privados
SDTY,SDTY,São Martinho S/A,PRADÓPOLIS,SP,-21.389722,-48.114722,BR,private_aerodrome,Brasil,ANAC_privados
SDTZ,SDTZ,Fazenda Fortaleza,SANTA FILOMENA,PI,-8.8705556,-45.561111,BR,private_aerodrome,Brasil,ANAC_privados
SDU1,SDU1,Fazenda Curitiba,TASSO FRAGOSO,MA,-8.6461111,-46.166111,BR,private_aerodrome,Brasil,ANAC_privados
SDU2,SDU2,CMPC Fazenda da Bota,ENCRUZILHADA DO SUL,Rio Grande do Sul,-30.466944,-52.469444,BR,heliport,Brasil,ANAC_helipontos
SDU3,SDU3,Fazenda Ipiranga,ALMAS,TO,-11.663889,-47.177222,BR,private_aerodrome,Brasil,ANAC_privados
SDU4,SDU4,IBMG,BELMONTE,BA,-15.860833,-39.28,BR,private_aerodrome,Brasil,ANAC_privados
